SOURCE,COMMODITY,COUNTRY,TYPE,UNIT_MEAS,PROD_2023,PROD_EST_ 2024,PROD_NOTES,CAP_2023,CAP_EST_ 2024,CAP_NOTES,RESERVES_2024,RESERVE_NOTES,RESERVES_2024_CLEAN,COUNTRY_CLEAN
MCS2025,Clays,Brazil (beneficiated),"Mine poduction, Kaolin",thousand metric tons,828.0,830.0,,,,,,,,Brazil
MCS2025,Clays,China,"Mine poduction, Kaolin",thousand metric tons,7800.0,7800.0,estimated 2023,,,,,,,China
MCS2025,Clays,Czechia,"Mine poduction, Kaolin",thousand metric tons,2400.0,2400.0,Includes production of crude ore,,,,,,,Czechia
MCS2025,Clays,India,"Mine poduction, Kaolin",thousand metric tons,8400.0,8400.0,Includes production of crude ore,,,,,,,India
MCS2025,Clays,Iran,"Mine poduction, Kaolin",thousand metric tons,2100.0,2100.0,estimated 2023,,,,,,,Iran
MCS2025,Clays,Mexico,"Mine poduction, Kaolin",thousand metric tons,230.0,230.0,estimated 2023,,,,,,,Mexico
MCS2025,Clays,Russia ,"Mine poduction, Kaolin",thousand metric tons,2500.0,2500.0,estimated 2023,,,,,,,Russia
MCS2025,Clays,Spain,"Mine poduction, Kaolin",thousand metric tons,280.0,280.0,"estimated, Includes production of crude ore",,,,,,,Spain
MCS2025,Clays,Turkey,"Mine poduction, Kaolin",thousand metric tons,1350.0,1300.0,,,,,,,,Turkey
MCS2025,Clays,Uzbekistan,"Mine poduction, Kaolin",thousand metric tons,4000.0,4000.0,estimated 2023,,,,,,,Uzbekistan
MCS2025,Cobalt,United States,"Mine production, estimated",metric tons,500.0,300.0,,,,,70000,,70000.0,United States
MCS2025,Cobalt,Australia,"Mine production, cobalt content, estimated",metric tons,5220.0,3600.0,,,,,1700000,"For Australia, Joint Ore Reserves Committee-compliant or equivalent reserves were 610,000 tons.",1700000.0,Australia
MCS2025,Cobalt,Canada ,"Mine production, cobalt content, estimated",metric tons,4220.0,4500.0,,,,,220000,,220000.0,Canada
MCS2025,Cobalt,Congo (Kinshasa),"Mine production, cobalt content, estimated",metric tons,175000.0,220000.0,,,,,6000000,,6000000.0,Democratic Republic of the Congo
MCS2025,Cobalt,Cuba,"Mine production, cobalt content, estimated",metric tons,3300.0,3500.0,,,,,500000,,500000.0,Cuba
MCS2025,Cobalt,Indonesia,"Mine production, cobalt content, estimated",metric tons,19000.0,28000.0,,,,,640000,,640000.0,Indonesia
MCS2025,Cobalt,Madagascar,"Mine production, cobalt content, estimated",metric tons,4000.0,2600.0,,,,,100000,,100000.0,Madagascar
MCS2025,Cobalt,New Caledonia,"Mine production, cobalt content, estimated",metric tons,2570.0,1500.0,,,,,,,,New Caledonia
MCS2025,Cobalt,Papua New Guinea,"Mine production, cobalt content, estimated",metric tons,3070.0,2800.0,,,,,62000,,62000.0,Papua New Guinea
MCS2025,Cobalt,Philippines,"Mine production, cobalt content, estimated",metric tons,3800.0,3800.0,,,,,260000,,260000.0,Philippines
MCS2025,Cobalt,Russia ,"Mine production, cobalt content, estimated",metric tons,8700.0,8700.0,,,,,250000,,250000.0,Russia
MCS2025,Cobalt,Turkey,"Mine production, cobalt content, estimated",metric tons,2500.0,2700.0,,,,,91000,,91000.0,Turkey
MCS2025,Copper,United States,"Mine production, recoverable copper content",thousand metric tons,1130.0,1100.0,,,,,47000,,47000.0,United States
MCS2025,Copper,Australia,"Mine production, recoverable copper content",thousand metric tons,778.0,800.0,,,,,100000,"For Australia, Joint Ore Reserves Committee-compliant or equivalent reserves were 27 million tons.",100000.0,Australia
MCS2025,Copper,Canada ,"Mine production, recoverable copper content",thousand metric tons,500.0,450.0,,,,,8300,,8300.0,Canada
MCS2025,Copper,Chile,"Mine production, recoverable copper content",thousand metric tons,5250.0,5300.0,,,,,190000,,190000.0,Chile
MCS2025,Copper,China,"Mine production, recoverable copper content",thousand metric tons,1820.0,1800.0,,,,,41000,,41000.0,China
MCS2025,Copper,Congo (Kinshasa),"Mine production, recoverable copper content",thousand metric tons,2930.0,3300.0,,,,,80000,,80000.0,Democratic Republic of the Congo
MCS2025,Copper,Germany,"Mine production, recoverable copper content",thousand metric tons,,,,,,,,,,Germany
MCS2025,Copper,India,"Mine production, recoverable copper content",thousand metric tons,27.0,30.0,,,,,2200,,2200.0,India
MCS2025,Copper,Indonesia,"Mine production, recoverable copper content",thousand metric tons,907.0,1100.0,,,,,21000,,21000.0,Indonesia
MCS2025,Copper,Japan,"Mine production, recoverable copper content",thousand metric tons,,,,,,,,,,Japan
MCS2025,Copper,Kazakhstan,"Mine production, recoverable copper content",thousand metric tons,740.0,740.0,estimated 2023,,,,20000,,20000.0,Kazakhstan
MCS2025,Copper,"Korea, Republic of","Mine production, recoverable copper content",thousand metric tons,,,,,,,,,,"Korea, Republic of"
MCS2025,Copper,Mexico,"Mine production, recoverable copper content",thousand metric tons,699.0,700.0,,,,,53000,,53000.0,Mexico
MCS2025,Copper,Peru,"Mine production, recoverable copper content",thousand metric tons,2760.0,2600.0,,,,,100000,,100000.0,Peru
MCS2025,Copper,Poland,"Mine production, recoverable copper content",thousand metric tons,395.0,410.0,,,,,34000,,34000.0,Poland
MCS2025,Copper,Russia ,"Mine production, recoverable copper content",thousand metric tons,890.0,930.0,estimated 2023,,,,80000,,80000.0,Russia
MCS2025,Copper,Zambia,"Mine production, recoverable copper content",thousand metric tons,712.0,680.0,,,,,21000,,21000.0,Zambia
MCS2025,Copper,United States,"Refinery production, copper",thousand metric tons,882.0,890.0,,,,,,,,United States
MCS2025,Copper,Australia,"Refinery production, copper",thousand metric tons,442.0,460.0,,,,,,,,Australia
MCS2025,Copper,Canada ,"Refinery production, copper",thousand metric tons,315.0,320.0,,,,,,,,Canada
MCS2025,Copper,Chile,"Refinery production, copper",thousand metric tons,2080.0,1900.0,,,,,,,,Chile
MCS2025,Copper,China,"Refinery production, copper",thousand metric tons,12000.0,12000.0,,,,,,,,China
MCS2025,Copper,Congo (Kinshasa),"Refinery production, copper",thousand metric tons,2170.0,2500.0,,,,,,,,Democratic Republic of the Congo
MCS2025,Copper,Germany,"Refinery production, copper",thousand metric tons,609.0,630.0,,,,,,,,Germany
MCS2025,Copper,India,"Refinery production, copper",thousand metric tons,509.0,510.0,,,,,,,,India
MCS2025,Copper,Indonesia,"Refinery production, copper",thousand metric tons,225.0,350.0,,,,,,,,Indonesia
MCS2025,Copper,Japan,"Refinery production, copper",thousand metric tons,1490.0,1600.0,,,,,,,,Japan
MCS2025,Copper,Kazakhstan,"Refinery production, copper",thousand metric tons,458.0,470.0,,,,,,,,Kazakhstan
MCS2025,Copper,"Korea, Republic of","Refinery production, copper",thousand metric tons,604.0,620.0,,,,,,,,"Korea, Republic of"
MCS2025,Copper,Mexico,"Refinery production, copper",thousand metric tons,509.0,350.0,,,,,,,,Mexico
MCS2025,Copper,Peru,"Refinery production, copper",thousand metric tons,403.0,390.0,,,,,,,,Peru
MCS2025,Copper,Poland,"Refinery production, copper",thousand metric tons,592.0,590.0,,,,,,,,Poland
MCS2025,Copper,Russia ,"Refinery production, copper",thousand metric tons,1000.0,960.0,estimated 2023,,,,,,,Russia
MCS2025,Copper,Zambia,"Refinery production, copper",thousand metric tons,222.0,170.0,,,,,,,,Zambia
MCS2025,Diamond (industrial),United States,"Mine production, industrial diamond",million carats,,,,,,,,,,United States
MCS2025,Diamond (industrial),Angola,"Mine production, industrial diamond",million carats,1.0,1.0,,,,,150,,150.0,Angola
MCS2025,Diamond (industrial),Botswana,"Mine production, industrial diamond",million carats,8.0,8.0,,,,,250,,250.0,Botswana
MCS2025,Diamond (industrial),Congo (Kinshasa),"Mine production, industrial diamond",million carats,7.0,7.0,,,,,150,,150.0,Democratic Republic of the Congo
MCS2025,Diamond (industrial),Russia ,"Mine production, industrial diamond",million carats,16.0,16.0,,,,,990,,990.0,Russia
MCS2025,Diamond (industrial),South Africa ,"Mine production, industrial diamond",million carats,4.0,4.0,,,,,85,,85.0,South Africa
MCS2025,Diamond (industrial),Zimbabwe,"Mine production, industrial diamond",million carats,4.0,4.0,,,,,,,,Zimbabwe
MCS2025,Diatomite,United States,"Mine production, estimated",thousand metric tons,849.0,880.0,,,,,250000,,250000.0,United States
MCS2025,Diatomite,Argentina,"Mine production, estimated",thousand metric tons,100.0,100.0,,,,,,,,Argentina
MCS2025,Diatomite,China,"Mine production, estimated",thousand metric tons,370.0,370.0,,,,,120000,,120000.0,China
MCS2025,Diatomite,Czechia,"Mine production, estimated",thousand metric tons,44.0,40.0,,,,,,,,Czechia
MCS2025,Diatomite,Denmark (processed),"Mine production, estimated",thousand metric tons,530.0,530.0,,,,,,,,Denmark
MCS2025,Diatomite,France,"Mine production, estimated",thousand metric tons,250.0,250.0,,,,,1000,,1000.0,France
MCS2025,Diatomite,Germany,"Mine production, estimated",thousand metric tons,50.0,50.0,,,,,,,,Germany
MCS2025,Diatomite,"Korea, Republic of","Mine production, estimated",thousand metric tons,50.0,50.0,,,,,2200,,2200.0,"Korea, Republic of"
MCS2025,Diatomite,Mexico,"Mine production, estimated",thousand metric tons,100.0,100.0,,,,,,,,Mexico
MCS2025,Diatomite,Peru,"Mine production, estimated",thousand metric tons,100.0,100.0,,,,,,,,Peru
MCS2025,Diatomite,Mozambique,"Mine production, estimated",thousand metric tons,50.0,50.0,,,,,,,,Mozambique
MCS2025,Diatomite,Russia ,"Mine production, estimated",thousand metric tons,50.0,50.0,,,,,,,,Russia
MCS2025,Diatomite,Spain,"Mine production, estimated",thousand metric tons,50.0,50.0,,,,,57000,,57000.0,Spain
MCS2025,Diatomite,Turkey,"Mine production, estimated",thousand metric tons,240.0,240.0,,,,,44000,,44000.0,Turkey
MCS2025,Feldspar,United States,"Mine production, estimated",thousand metric tons,450.0,450.0,,,,,,,,United States
MCS2025,Feldspar,"Brazil (beneficiated, marketable)","Mine production, estimated",thousand metric tons,622.0,420.0,reported,,,,150000,,150000.0,Brazil
MCS2025,Feldspar,China,"Mine production, estimated",thousand metric tons,2500.0,2500.0,,,,,730000,,730000.0,China
MCS2025,Feldspar,India,"Mine production, estimated",thousand metric tons,6000.0,6000.0,,,,,320000,,320000.0,India
MCS2025,Feldspar,Iran,"Mine production, estimated",thousand metric tons,3100.0,3100.0,,,,,130000,,130000.0,Iran
MCS2025,Feldspar,Italy,"Mine production, estimated",thousand metric tons,2200.0,2200.0,,,,,,,,Italy
MCS2025,Feldspar,"Korea, Republic of","Mine production, estimated",thousand metric tons,991.0,990.0,reported,,,,200000,,200000.0,"Korea, Republic of"
MCS2025,Feldspar,Morocco,"Mine production, estimated",thousand metric tons,590.0,590.0,,,,,,,,Morocco
MCS2025,Feldspar,Russia,"Mine production, estimated",thousand metric tons,650.0,650.0,,,,,,,,Russia
MCS2025,Feldspar,Saudi Arabia,"Mine production, estimated",thousand metric tons,650.0,650.0,,,,,,,,Saudi Arabia
MCS2025,Feldspar,Spain (includes pegmatites),"Mine production, estimated",thousand metric tons,990.0,990.0,,,,,,,,Spain
MCS2025,Feldspar,Thailand,"Mine production, estimated",thousand metric tons,2000.0,2000.0,,,,,45000,,45000.0,Thailand
MCS2025,Feldspar,Turkey,"Mine production, estimated",thousand metric tons,9480.0,9500.0,reported,,,,720000,,720000.0,Turkey
MCS2025,Fluorspar,United States,"Mine production, estimated",thousand metric tons,,,,,,,,,,United States
MCS2025,Fluorspar,China,"Mine production, estimated",thousand metric tons,6000.0,5900.0,,,,,86000,,86000.0,China
MCS2025,Fluorspar,Germany,"Mine production, estimated",thousand metric tons,100.0,100.0,,,,,,,,Germany
MCS2025,Fluorspar,Iran,"Mine production, estimated",thousand metric tons,121.0,120.0,,,,,7600,,7600.0,Iran
MCS2025,Fluorspar,Mexico,"Mine production, estimated",thousand metric tons,1160.0,1200.0,Reported,,,,68000,,68000.0,Mexico
MCS2025,Fluorspar,Mongolia,"Mine production, estimated",thousand metric tons,1210.0,1200.0,,,,,34000,,34000.0,Mongolia
MCS2025,Fluorspar,Pakistan,"Mine production, estimated",thousand metric tons,55.0,52.0,,,,,,,,Pakistan
MCS2025,Fluorspar,South Africa ,"Mine production, estimated",thousand metric tons,345.0,380.0,,,,,41000,,41000.0,South Africa
MCS2025,Fluorspar,Spain,"Mine production, estimated",thousand metric tons,165.0,160.0,,,,,15000,,15000.0,Spain
MCS2025,Fluorspar,Thailand,"Mine production, estimated",thousand metric tons,48.0,76.0,,,,,3600,,3600.0,Thailand
MCS2025,Fluorspar,Vietnam,"Mine production, estimated",thousand metric tons,146.0,110.0,reported,,,,16000,,16000.0,Vietnam
MCS2025,Gallium,United States,Primary production,kilograms,,,,,,,,,,United States
MCS2025,Gallium,China,Primary production,kilograms,621000.0,750000.0,"Estimated from China Nonferrous Metals Industry Association article. Source: Argus Media Group, Argus Non-Ferrous Markets. ",,1000000.0,,,,,China
MCS2025,Gallium,Japan,Primary production,kilograms,3000.0,3000.0,,,10000.0,,,,,Japan
MCS2025,Gallium,"Korea, Republic of",Primary production,kilograms,3000.0,3000.0,,,16000.0,,,,,"Korea, Republic of"
MCS2025,Gallium,Russia ,Primary production,kilograms,6000.0,6000.0,,,10000.0,,,,,Russia
MCS2025,Garnet (industrial),United States,"Mine production, estimated",metric tons,71900.0,80000.0,,,,,5000000,,5000000.0,United States
MCS2025,Garnet (industrial),Australia,"Mine production, estimated",metric tons,390000.0,390000.0,,,,,,Moderate to Large,,Australia
MCS2025,Garnet (industrial),China,"Mine production, estimated",metric tons,310000.0,310000.0,,,,,37000000,,37000000.0,China
MCS2025,Garnet (industrial),Czechia,"Mine production, estimated",metric tons,3000.0,3000.0,,,,,,,,Czechia
MCS2025,Garnet (industrial),India,"Mine production, estimated",metric tons,15000.0,15000.0,,,,,8600000,,8600000.0,India
MCS2025,Garnet (industrial),Pakistan,"Mine production, estimated",metric tons,1900.0,1900.0,,,,,,,,Pakistan
MCS2025,Garnet (industrial),South Africa ,"Mine production, estimated",metric tons,180000.0,180000.0,,,,,880000,,880000.0,South Africa
MCS2025,Gemstones,United States,"Mine production, thousand carats of gem-quality diamond",thousand carats,,,,,,,,,,United States
MCS2025,Gemstones,Angola,"Mine production, thousand carats of gem-quality diamond",thousand carats,8780.0,8800.0,,,,,150000,,150000.0,Angola
MCS2025,Gemstones,Botswana,"Mine production, thousand carats of gem-quality diamond",thousand carats,17600.0,18000.0,,,,,250000,,250000.0,Botswana
MCS2025,Gemstones,Canada ,"Mine production, thousand carats of gem-quality diamond",thousand carats,16000.0,16000.0,,,,,110000,,110000.0,Canada
MCS2025,Gemstones,Congo (Kinshasa),"Mine production, thousand carats of gem-quality diamond",thousand carats,1670.0,1700.0,,,,,150000,,150000.0,Democratic Republic of the Congo
MCS2025,Gemstones,Ghana,"Mine production, thousand carats of gem-quality diamond",thousand carats,203.0,200.0,,,,,,,,Ghana
MCS2025,Gemstones,Guinea,"Mine production, thousand carats of gem-quality diamond",thousand carats,96.0,96.0,,,,,,,,Guinea
MCS2025,Gemstones,Lesotho,"Mine production, thousand carats of gem-quality diamond",thousand carats,472.0,470.0,,,,,,,,Lesotho
MCS2025,Gemstones,Namibia,"Mine production, thousand carats of gem-quality diamond",thousand carats,2390.0,2400.0,,,,,,,,Namibia
MCS2025,Gemstones,Russia ,"Mine production, thousand carats of gem-quality diamond",thousand carats,20900.0,21000.0,,,,,990000,,990000.0,Russia
MCS2025,Gemstones,Sierra Leone,"Mine production, thousand carats of gem-quality diamond",thousand carats,420.0,420.0,,,,,,,,Sierra Leone
MCS2025,Gemstones,South Africa ,"Mine production, thousand carats of gem-quality diamond",thousand carats,2360.0,2400.0,,,,,85000,,85000.0,South Africa
MCS2025,Gemstones,Tanzania,"Mine production, thousand carats of gem-quality diamond",thousand carats,162.0,160.0,,,,,,,,Tanzania
MCS2025,Gemstones,Zimbabwe,"Mine production, thousand carats of gem-quality diamond",thousand carats,491.0,490.0,,,,,,,,Zimbabwe
MCS2025,Germanium,United States,Primary and secondary refinery production,kilograms,,,,,,,,,,United States
MCS2025,Germanium,Belgium,Primary and secondary refinery production,kilograms,,,,,,,,,,Belgium
MCS2025,Germanium,Canada ,Primary and secondary refinery production,kilograms,,,,,,,,,,Canada
MCS2025,Germanium,China,Primary and secondary refinery production,kilograms,,,,,,,,,,China
MCS2025,Germanium,Germany,Primary and secondary refinery production,kilograms,,,,,,,,,,Germany
MCS2025,Germanium,Russia ,Primary and secondary refinery production,kilograms,,,,,,,,,,Russia
MCS2025,Gold,United States,"mine production, gold content",metric tons,170.0,160.0,,,,,3000,,3000.0,United States
MCS2025,Gold,Australia,"mine production, gold content",metric tons,296.0,290.0,,,,,12000,"For Australia, Joint Ore Reserves Committee-compliant or equivalent reserves were 4,600 tons.",12000.0,Australia
MCS2025,Gold,Brazil,"mine production, gold content",metric tons,71.0,70.0,,,,,2400,,2400.0,Brazil
MCS2025,Gold,Burkina Faso,"mine production, gold content",metric tons,57.0,60.0,,,,,,,,Burkina Faso
MCS2025,Gold,Canada ,"mine production, gold content",metric tons,198.0,200.0,,,,,3200,,3200.0,Canada
MCS2025,Gold,China,"mine production, gold content",metric tons,375.0,380.0,,,,,3100,,3100.0,China
MCS2025,Gold,Colombia,"mine production, gold content",metric tons,61.0,60.0,,,,,700,,700.0,Colombia
MCS2025,Gold,Ghana,"mine production, gold content",metric tons,126.0,130.0,,,,,1000,,1000.0,Ghana
MCS2025,Gold,Indonesia,"mine production, gold content",metric tons,100.0,100.0,estimated 2023,,,,3600,,3600.0,Indonesia
MCS2025,Gold,Kazakhstan,"mine production, gold content",metric tons,133.0,130.0,,,,,2300,,2300.0,Kazakhstan
MCS2025,Gold,Mali,"mine production, gold content",metric tons,67.0,70.0,estimated 2023,,,,800,,800.0,Mali
MCS2025,Gold,Mexico,"mine production, gold content",metric tons,127.0,130.0,,,,,1400,,1400.0,Mexico
MCS2025,Gold,Peru,"mine production, gold content",metric tons,100.0,100.0,,,,,2500,,2500.0,Peru
MCS2025,Gold,Russia ,"mine production, gold content",metric tons,313.0,310.0,,,,,12000,,12000.0,Russia
MCS2025,Gold,South Africa ,"mine production, gold content",metric tons,104.0,100.0,,,,,5000,,5000.0,South Africa
MCS2025,Gold,Tanzania,"mine production, gold content",metric tons,55.0,60.0,,,,,400,,400.0,Tanzania
MCS2025,Gold,Uzbekistan,"mine production, gold content",metric tons,120.0,120.0,,,,,1800,,1800.0,Uzbekistan
MCS2025,Graphite,United States,Mine production,metric tons,,,,,,,,Included in World total,,United States
MCS2025,Graphite,Austria,Mine production,metric tons,500.0,500.0,,,,,,Included in World total,,Austria
MCS2025,Graphite,Brazil,Mine production,metric tons,66300.0,68000.0,,,,,74000000,,74000000.0,Brazil
MCS2025,Graphite,Canada ,Mine production,metric tons,5470.0,20000.0,,,,,5900000,,5900000.0,Canada
MCS2025,Graphite,China,Mine production,metric tons,1210000.0,1270000.0,,,,,81000000,,81000000.0,China
MCS2025,Graphite,Germany,Mine production,metric tons,180.0,170.0,,,,,,Included in World total,,Germany
MCS2025,Graphite,India,Mine production,metric tons,25600.0,27800.0,,,,,8600000,,8600000.0,India
MCS2025,Graphite,"Korea, North",Mine production,metric tons,8100.0,8100.0,estimated 2023,,,,2000000,,2000000.0,"Korea, North"
MCS2025,Graphite,"Korea, Republic of",Mine production,metric tons,9620.0,9600.0,,,,,1800000,,1800000.0,"Korea, Republic of"
MCS2025,Graphite,Madagascar,Mine production,metric tons,63000.0,89000.0,estimated 2023,,,,27000000,,27000000.0,Madagascar
MCS2025,Graphite,Mexico,Mine production,metric tons,1300.0,900.0,,,,,3100000,,3100000.0,Mexico
MCS2025,Graphite,Mozambique,Mine production,metric tons,98000.0,75000.0,estimated 2023,,,,25000000,,25000000.0,Mozambique
MCS2025,Graphite,Norway,Mine production,metric tons,6480.0,7000.0,,,,,600000,,600000.0,Norway
MCS2025,Graphite,Russia ,Mine production,metric tons,15000.0,20000.0,estimated 2023,,,,14000000,,14000000.0,Russia
MCS2025,Graphite,Sri Lanka,Mine production,metric tons,3000.0,3300.0,,,,,1500000,,1500000.0,Sri Lanka
MCS2025,Graphite,Tanzania,Mine production,metric tons,13200.0,25000.0,estimated 2023,,,,18000000,,18000000.0,Tanzania
MCS2025,Graphite,Turkey,Mine production,metric tons,2800.0,3100.0,,,,,6900000,,6900000.0,Turkey
MCS2025,Graphite,Ukraine,Mine production,metric tons,1670.0,1200.0,,,,,,Included in World total,,Ukraine
MCS2025,Graphite,Vietnam,Mine production,metric tons,2500.0,2000.0,,,,,9700000,,9700000.0,Vietnam
MCS2025,Gypsum,United States,"Mine production, estimated",thousand metric tons,21500.0,22000.0,reported,,,,700000,,700000.0,United States
MCS2025,Gypsum,Algeria,"Mine production, estimated",thousand metric tons,2500.0,2500.0,,,,,,,,Algeria
MCS2025,Gypsum,Brazil,"Mine production, estimated",thousand metric tons,3930.0,3600.0,reported,,,,450000,,450000.0,Brazil
MCS2025,Gypsum,Canada ,"Mine production, estimated",thousand metric tons,2400.0,2400.0,,,,,450000,,450000.0,Canada
MCS2025,Gypsum,China,"Mine production, estimated",thousand metric tons,12000.0,12000.0,,,,,1800000,,1800000.0,China
MCS2025,Gypsum,France,"Mine production, estimated",thousand metric tons,2400.0,2400.0,,,,,350000,,350000.0,France
MCS2025,Gypsum,Germany,"Mine production, estimated",thousand metric tons,4900.0,4900.0,,,,,,,,Germany
MCS2025,Gypsum,India,"Mine production, estimated",thousand metric tons,4300.0,4300.0,,,,,37000,,37000.0,India
MCS2025,Gypsum,Iran,"Mine production, estimated",thousand metric tons,16000.0,16000.0,,,,,750000,,750000.0,Iran
MCS2025,Gypsum,Japan,"Mine production, estimated",thousand metric tons,4300.0,4300.0,,,,,,,,Japan
MCS2025,Gypsum,Mexico,"Mine production, estimated",thousand metric tons,5400.0,5400.0,,,,,,,,Mexico
MCS2025,Gypsum,Oman,"Mine production, estimated",thousand metric tons,13900.0,14000.0,reported,,,,,,,Oman
MCS2025,Gypsum,Pakistan,"Mine production, estimated",thousand metric tons,2100.0,2100.0,,,,,760000,,760000.0,Pakistan
MCS2025,Gypsum,Russia ,"Mine production, estimated",thousand metric tons,4100.0,4100.0,,,,,,,,Russia
MCS2025,Gypsum,Saudi Arabia,"Mine production, estimated",thousand metric tons,3800.0,3800.0,,,,,,,,Saudi Arabia
MCS2025,Gypsum,Spain,"Mine production, estimated",thousand metric tons,11000.0,11000.0,,,,,,,,Spain
MCS2025,Gypsum,Thailand,"Mine production, estimated",thousand metric tons,9800.0,9800.0,,,,,910000,,910000.0,Thailand
MCS2025,Gypsum,Turkey,"Mine production, estimated",thousand metric tons,10300.0,10000.0,reported,,,,200000,,200000.0,Turkey
MCS2025,Gypsum,Uzbekistan,"Mine production, estimated",thousand metric tons,2000.0,2000.0,,,,,,,,Uzbekistan
MCS2025,Helium,United States (extracted from natural gas),"Production, helium gas content",million cubic meters,64.0,68.0,,,,,8500,,8500.0,United States
MCS2025,Helium,United States (from Cliffside Field),"Production, helium gas content",million cubic meters,18.0,13.0,,,,,50,,50.0,United States
MCS2025,Helium,Algeria,"Production, helium gas content",million cubic meters,9.0,11.0,,,,,1800,,1800.0,Algeria
MCS2025,Helium,Australia,"Production, helium gas content",million cubic meters,1.0,,estimated 2023,,,,,,,Australia
MCS2025,Helium,Canada ,"Production, helium gas content",million cubic meters,5.0,6.0,,,,,,,,Canada
MCS2025,Helium,China,"Production, helium gas content",million cubic meters,2.0,3.0,,,,,,,,China
MCS2025,Helium,Poland,"Production, helium gas content",million cubic meters,3.0,3.0, ,,,,24,,24.0,Poland
MCS2025,Helium,Qatar,"Production, helium gas content",million cubic meters,66.0,64.0,estimated 2023,,,,,Large,,Qatar
MCS2025,Helium,Russia ,"Production, helium gas content",million cubic meters,8.0,17.0,estimated 2023,,,,1700,,1700.0,Russia
MCS2025,Helium,South Africa ,"Production, helium gas content",million cubic meters,,,Less than 1/2 unit,,,,,,,South Africa
MCS2025,Indium,United States,Refinery production,metric tons,,,,,,,,,,United States
MCS2025,Indium,Belgium,Refinery production,metric tons,19.0,10.0,,,,,50,,50.0,Belgium
MCS2025,Indium,Canada ,Refinery production,metric tons,40.0,35.0,,,,,70,,70.0,Canada
MCS2025,Indium,China,Refinery production,metric tons,690.0,760.0,,,,,1100,,1100.0,China
MCS2025,Indium,France,Refinery production,metric tons,21.0,21.0,,,,,70,,70.0,France
MCS2025,Indium,Japan,Refinery production,metric tons,65.0,60.0,,,,,70,,70.0,Japan
MCS2025,Indium,"Korea, Republic of",Refinery production,metric tons,180.0,180.0,,,,,310,,310.0,"Korea, Republic of"
MCS2025,Indium,Peru,Refinery production,metric tons,,,,,,,50,,50.0,Peru
MCS2025,Indium,Russia ,Refinery production,metric tons,5.0,10.0,,,,,15,,15.0,Russia
MCS2025,Indium,Uzbekistan,Refinery production,metric tons,1.0,1.0,,,,,1,,1.0,Uzbekistan
MCS2025,Iodine,United States,"Mine production, elemental iodine",metric tons,,,W for 23-24,,,,250000,,250000.0,United States
MCS2025,Iodine,Azerbaijan,"Mine production, elemental iodine",metric tons,200.0,210.0,,,,,170000,,170000.0,Azerbaijan
MCS2025,Iodine,Chile,"Mine production, elemental iodine",metric tons,21000.0,22000.0,,,,,610000,,610000.0,Chile
MCS2025,Iodine,Indonesia,"Mine production, elemental iodine",metric tons,30.0,30.0,,,,,,,,Indonesia
MCS2025,Iodine,Iran,"Mine production, elemental iodine",metric tons,700.0,700.0,,,,,40000,,40000.0,Iran
MCS2025,Iodine,Japan,"Mine production, elemental iodine",metric tons,9900.0,9300.0,,,,,4900000,,4900000.0,Japan
MCS2025,Iodine,Russia ,"Mine production, elemental iodine",metric tons,3.0,3.0,,,,,120000,,120000.0,Russia
MCS2025,Iodine,Turkmenistan,"Mine production, elemental iodine",metric tons,770.0,770.0,,,,,70000,,70000.0,Turkmenistan
MCS2025,Iron and Steel,United States,Pig iron,million metric tons,23.0,22.0,,,,,,,,United States
MCS2025,Iron and Steel,Brazil,Pig iron,million metric tons,26.0,27.0,,,,,,,,Brazil
MCS2025,Iron and Steel,Canada ,Pig iron,million metric tons,6.0,6.0,,,,,,,,Canada
MCS2025,Iron and Steel,China,Pig iron,million metric tons,871.0,840.0,,,,,,,,China
MCS2025,Iron and Steel,Germany,Pig iron,million metric tons,24.0,23.0,,,,,,,,Germany
MCS2025,Iron and Steel,India,Pig iron,million metric tons,86.0,93.0,,,,,,,,India
MCS2025,Iron and Steel,Iran,Pig iron,million metric tons,4.0,4.0,,,,,,,,Iran
MCS2025,Iron and Steel,Italy,Pig iron,million metric tons,3.0,3.0,,,,,,,,Italy
MCS2025,Iron and Steel,Japan,Pig iron,million metric tons,63.0,62.0,,,,,,,,Japan
MCS2025,Iron and Steel,"Korea, Republic of",Pig iron,million metric tons,45.0,44.0,,,,,,,,"Korea, Republic of"
MCS2025,Iron and Steel,Mexico,Pig iron,million metric tons,1.0,1.0,,,,,,,,Mexico
MCS2025,Iron and Steel,Russia ,Pig iron,million metric tons,55.0,54.0,,,,,,,,Russia
MCS2025,Iron and Steel,Taiwan,Pig iron,million metric tons,12.0,12.0,,,,,,,,Taiwan
MCS2025,Iron and Steel,Turkey,Pig iron,million metric tons,9.0,8.0,,,,,,,,Turkey
MCS2025,Iron and Steel,Ukraine,Pig iron,million metric tons,6.0,6.0,,,,,,,,Ukraine
MCS2025,Iron and Steel,Vietnam,Pig iron,million metric tons,13.0,13.0,,,,,,,,Vietnam
MCS2025,Iron and Steel,United States,Raw steel,million metric tons,81.0,81.0,,,,,,,,United States
MCS2025,Iron and Steel,Brazil,Raw steel,million metric tons,32.0,34.0,,,,,,,,Brazil
MCS2025,Iron and Steel,Canada ,Raw steel,million metric tons,12.0,12.0,,,,,,,,Canada
MCS2025,Iron and Steel,China,Raw steel,million metric tons,1020.0,990.0,,,,,,,,China
